pmcid,candidate_origin,prior_disposition,discovery_scope_flag,title,pmid,doi,ncbi_status,ncbi_pubdate,ncbi_epubdate,pmc_aws_status,pmc_aws_article_version,pmc_aws_license,pmc_aws_open_access,pmc_aws_retracted,pmc_aws_xml_url,europe_pmc_status,europe_pmc_first_publication_date,europe_pmc_electronic_publication_date,europe_pmc_first_index_date,europe_pmc_open_access,crossref_status,crossref_published_online,crossref_published_print,crossref_issued,crossref_created,crossref_deposited,crossref_relation,openalex_status,openalex_id,openalex_publication_date,openalex_updated_date,medrxiv_status,biorxiv_status,preprint_first_date,preprint_matches,unpaywall_status,computed_earliest_public_date,computed_earliest_public_source,date_lineages,date_conflict,crosscheck_disposition,human_date_review_required
PMC13395614,extended_discovery,,requires_full_text_screen,"Dietary background, serum polyunsaturated fatty acid profiles, and 1-year outcomes after large-artery atherosclerotic stroke: a multicenter cohort study.",,10.3389/fneur.2026.1864966,complete,2026,2026 Jul 10,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13395614.1/PMC13395614.1.xml?md5=80170c4ba7af9683267292c7e1592902,not_found,,,,,complete,2026-07-10,,2026-07-10,2026-07-10,2026-07-10,{},complete_unauthenticated_compatibility,https://openalex.org/W7167927130,2026-07-10,2026-07-27T08:26:11.824852,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-10,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13395699,extended_discovery,,requires_full_text_screen,A precise oral glucose loading (18)F-FDG PET myocardial metabolic imaging protocol in coronary artery disease patients complicated by diabetes mellitus: an exploratory prospective cohort study.,,10.3389/fmed.2026.1899226,complete,2026,2026 Jul 10,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13395699.1/PMC13395699.1.xml?md5=9641f5aefda93f8e866f503e75682c6f,not_found,,,,,complete,2026-07-10,,2026-07-10,2026-07-10,2026-07-10,{},complete_unauthenticated_compatibility,https://openalex.org/W7167904826,2026-07-10,2026-07-27T08:26:11.824852,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-10,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13396883,extended_discovery,,requires_full_text_screen,Comparison of Diagnostic Criteria for Severe Ischemic Stroke: A Retrospective Cohort Study.,,10.1002/brb3.71620,complete,2026 Jul,,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13396883.1/PMC13396883.1.xml?md5=dc29888719890580134f5684a11d6f2d,not_found,,,,,complete,2026-07-23,2026-07,2026-07,2026-07-24,2026-07-27,{},complete_unauthenticated_compatibility,https://openalex.org/W7170792121,2026-07-01,2026-07-25T06:00:54.532201,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-01,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13397952,extended_discovery,,requires_full_text_screen,GLP-1 receptor agonists in kidney transplant recipients with post-transplant diabetes: efficacy and safety outcomes from a retrospective cohort study.,,10.20945/2359-4292-2026-0076,complete,2026 Jul 22,2026 Jul 22,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13397952.1/PMC13397952.1.xml?md5=11181971a4c830d9505f9c5f8ba67c85,not_found,,,,,complete,2026,2026,2026,2026-07-29,2026-07-29,{},complete_unauthenticated_compatibility,https://openalex.org/W7170143746,2026-07-22,2026-07-28T07:46:37.118299,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-22,ncbi_epubdate,bibliographic_index;crossref_derived_index,no,unresolved_single_lineage,yes
PMC13398692,extended_discovery,,requires_full_text_screen,Rehabilitation utilisation up to 24 months after stroke: a register-based cohort study in southern Sweden.,,10.1093/esj/aakag086,complete,2026 Jul 6,,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13398692.1/PMC13398692.1.xml?md5=138d0af262db51fb9898bebe07cfc7e3,not_found,,,,,complete,2026-07-24,2026-07-06,2026-07,2026-07-24,2026-07-24,{},complete_unauthenticated_compatibility,https://openalex.org/W7170511435,2026-07-01,2026-07-26T05:49:09.470579,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-01,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13400123,extended_discovery,,requires_full_text_screen,Cardiovascular Disease in Males With Breast Cancer: A Population-Based Cohort Study.,,10.1016/j.jacadv.2026.102937,complete,2026 Jul,,complete,1,CC BY-NC-ND,true,false,s3://pmc-oa-opendata/PMC13400123.1/PMC13400123.1.xml?md5=1ca537a6a1898a305eb9a62b240f6fea,not_found,,,,,complete,,2026-07,2026-07,2026-07-22,2026-07-27,{},complete_unauthenticated_compatibility,https://openalex.org/W7170042118,2026-07-01,2026-07-28T07:46:37.118299,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-01,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13400554,extended_discovery,,requires_full_text_screen,Diabetes mellitus as a potential risk factor for severe late toxicity after stereotactic body radiotherapy for prostate cancer: a large single-institution cohort study.,,10.1093/jrr/rrag036,complete,2026 Jul 24,,complete,1,CC BY-NC,true,false,s3://pmc-oa-opendata/PMC13400554.1/PMC13400554.1.xml?md5=d3094adcc854cee8970f2b9bc19be5ef,not_found,,,,,complete,2026-05-18,2026-07-24,2026-05-18,2026-04-16,2026-07-25,{},complete_unauthenticated_compatibility,https://openalex.org/W7161580493,2026-04-16,2026-07-28T07:46:37.118299,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-04-16,openalex_publication_date,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13401636,extended_discovery,,requires_full_text_screen,Combined diagnostic value of the systemic immune-inflammation index and LDL for coronary microvascular disease: a retrospective cohort study.,,10.1177/17539447261469508,complete,2026 Jan-Dec,2026 Jul 25,complete,1,CC BY-NC,true,false,s3://pmc-oa-opendata/PMC13401636.1/PMC13401636.1.xml?md5=a40f4f69967f30a5bcaad8524f3d4733,not_found,,,,,complete,2026-07-25,2026-07,2026-07,2026-07-25,2026-07-28,{},complete_unauthenticated_compatibility,https://openalex.org/W7171084218,2026-07-01,2026-07-29T09:40:50.615796,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-01-01,ncbi_pubdate,bibliographic_index;crossref_derived_index;publisher_crossref,yes,unresolved_date_conflict,yes
PMC13402149,extended_discovery,,requires_full_text_screen,WCRF/AICR dietary adherence-associated metabolic bridge phenotypes and incident lung cancer risk: a prospective cohort study of the UK Biobank.,,10.3389/fnut.2026.1877513,complete,2026,2026 Jul 13,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13402149.1/PMC13402149.1.xml?md5=545d9d90982a78d09f909f42c840f3d7,not_found,,,,,complete,2026-07-13,,2026-07-13,2026-07-13,2026-07-13,{},complete_unauthenticated_compatibility,https://openalex.org/W7168153365,2026-07-13,2026-07-29T09:40:50.615796,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-13,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13402206,extended_discovery,,requires_full_text_screen,Elevated preoperative red cell distribution width and incident anemia after metabolic and bariatric surgery: a cohort study.,,10.3389/fnut.2026.1863689,complete,2026,2026 Jul 13,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13402206.1/PMC13402206.1.xml?md5=8123a568fa02140cffe5b8e9823d9cab,not_found,,,,,complete,2026-07-13,,2026-07-13,2026-07-13,2026-07-13,{},complete_unauthenticated_compatibility,https://openalex.org/W7168145991,2026-07-13,2026-07-29T09:40:50.615796,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-13,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13403153,extended_discovery,,requires_full_text_screen,The Predictive Value of Platelet-to-Lymphocyte Ratio Before and After Percutaneous Coronary Intervention in Patients With Acute ST-Segment Elevation Myocardial Infarction: A Retrospective Cohort Study in Palestine.,,10.1002/clc.70422,complete,2026 Jul,,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13403153.1/PMC13403153.1.xml?md5=389083298e87a792a6dfa2cf0eef6be6,not_found,,,,,complete,2026-07-27,2026-07,2026-07,2026-07-27,2026-07-27,{},complete_unauthenticated_compatibility,https://openalex.org/W7171406261,2026-07-01,2026-07-29T09:40:50.615796,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-01,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13403199,extended_discovery,,requires_full_text_screen,Correction: Triglyceride-glucose index and subclinical left ventricular dysfunction across cardiovascular-kidney-metabolic syndrome stages: a 7-year retrospective cohort study.,,10.3389/fendo.2026.1914586,complete,2026,2026 Jul 13,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13403199.1/PMC13403199.1.xml?md5=7047098a998d578b4f819db2c028a346,not_found,,,,,complete,2026-07-13,,2026-07-13,2026-07-13,2026-07-13,{},complete_unauthenticated_compatibility,https://openalex.org/W7168128815,2026-07-13,2026-07-29T09:40:50.615796,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-13,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13403324,extended_discovery,,requires_full_text_screen,Thyroid feedback quantile-based index predicts 90-day all-cause mortality or readmission in hospitalized heart failure patients: a retrospective cohort study.,,10.3389/fendo.2026.1857196,complete,2026,2026 Jul 9,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13403324.1/PMC13403324.1.xml?md5=f5b43c9349233f76bc9aeddb40f3d151,not_found,,,,,complete,2026-07-09,,2026-07-09,2026-07-09,2026-07-13,{},complete_unauthenticated_compatibility,https://openalex.org/W7167806548,2026-07-09,2026-07-29T09:40:50.615796,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-09,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13404630,extended_discovery,,requires_full_text_screen,Survival and predictors of major adverse cardiovascular events among patients with acute coronary syndrome in Ethiopia: a retrospective cohort study.,,10.1136/bmjopen-2025-116166,complete,2026 Jul 24,2026 Jul 24,complete,1,CC BY-NC,true,false,s3://pmc-oa-opendata/PMC13404630.1/PMC13404630.1.xml?md5=5f066e619540d3f52e8df0b4c7fd87bd,not_found,,,,,complete,2026-07-24,2026-07,2026-07,2026-07-24,2026-07-24,{},complete_unauthenticated_compatibility,https://openalex.org/W7170485890,2026-07-01,2026-07-28T07:46:37.118299,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-01,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13405041,extended_discovery,,requires_full_text_screen,Association of iron status during early pregnancy and the risk of gestational diabetes: a retrospective cohort study in Shanghai.,,10.1136/bmjopen-2025-108156,complete,2026 Jul 21,2026 Jul 21,complete,1,CC BY-NC,true,false,s3://pmc-oa-opendata/PMC13405041.1/PMC13405041.1.xml?md5=e7afa513bea66a7088f6681550ab5c2a,not_found,,,,,complete,2026-07-21,2026-07,2026-07,2026-07-21,2026-07-21,{},complete_unauthenticated_compatibility,https://openalex.org/W7169842902,2026-07-01,2026-07-23T08:03:31.855105,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-01,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13408700,extended_discovery,,requires_full_text_screen,Association of the cardiometabolic index and depressive symptoms with cardiovascular disease in cardiovascular-kidney-metabolic syndrome stages 0-3: A prospective cohort study.,,10.1038/s41598-026-63006-z,complete,2026 Jul 24,2026 Jul 24,complete,1,CC BY-NC-ND,true,false,s3://pmc-oa-opendata/PMC13408700.1/PMC13408700.1.xml?md5=9d40ec25d6ec085811dadb3d7a301c71,not_found,,,,,complete,2026-07-24,,2026-07-24,2026-07-24,2026-07-27,{},complete_unauthenticated_compatibility,https://openalex.org/W7170301871,2026-07-24,2026-07-29T09:40:50.615796,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-24,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13409092,extended_discovery,,exclude_title:prediction_or_ml,BMI-based prediction models for short-term and long-term mortality following coronary artery bypass grafting using the MIMIC-IV database: a retrospective cohort study.,,10.1136/openhrt-2026-004236,complete,2026 Jul 27,2026 Jul 27,complete,1,CC BY-NC,true,false,s3://pmc-oa-opendata/PMC13409092.1/PMC13409092.1.xml?md5=6ec6094f95f53e7112354f5453abef21,not_found,,,,,complete,2026-07-27,2026-07,2026-07,2026-07-27,2026-07-27,{},complete_unauthenticated_compatibility,https://openalex.org/W7171406889,2026-07-01,2026-07-29T09:40:50.615796,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-01,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13410022,extended_discovery,,requires_full_text_screen,Lipoprotein(a) and Adverse Outcomes After Successful Percutaneous Coronary Intervention for Chronic Total Occlusion: A Single-Center Retrospective Cohort Study.,,10.3390/jcdd13070320,complete,2026 Jul 9,2026 Jul 9,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13410022.1/PMC13410022.1.xml?md5=f599680bb559a05a7fb1262b44b2fb3b,not_found,,,,,complete,2026-07-09,,2026-07-09,2026-07-09,2026-07-15,{},complete_unauthenticated_compatibility,https://openalex.org/W7167790199,2026-07-09,2026-07-28T07:46:37.118299,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-09,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13410539,extended_discovery,,requires_full_text_screen,Gestational cardiovascular health and adverse pregnancy outcomes: a prospective cohort study in China.,,10.1080/07853890.2026.2703887,complete,2026 Dec,2026 Jul 26,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13410539.1/PMC13410539.1.xml?md5=119e49d9506eedc9f393719929912db6,not_found,,,,,complete,2026-07-26,2026-12-31,2026-07-26,2026-07-27,2026-07-27,{},complete_unauthenticated_compatibility,https://openalex.org/W7171406124,2026-07-26,2026-07-29T09:40:50.615796,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-26,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13410559,extended_discovery,,requires_full_text_screen,"Sleep Disturbances, Metabolic Markers, and Outcomes After Stroke: A Retrospective Cohort Study in a Tertiary Hospital.",,10.3390/jcm15145394,complete,2026 Jul 9,2026 Jul 9,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13410559.1/PMC13410559.1.xml?md5=1a29f768c468bf45961fe2c11e4dd582,not_found,,,,,complete,2026-07-09,,2026-07-09,2026-07-09,2026-07-09,{},complete_unauthenticated_compatibility,https://openalex.org/W7167798708,2026-07-09,2026-07-29T09:40:50.615796,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-09,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13411224,extended_discovery,,exclude_title:cross_sectional,Joint Association of Functional Impairment and Depression with Advanced Cardiovascular-Kidney-Metabolic Syndrome: A Cross-Sectional and Cohort Study Using Two Large Datasets.,,10.3390/healthcare14142043,complete,2026 Jul 8,2026 Jul 8,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13411224.1/PMC13411224.1.xml?md5=df4dc0db7ed74ba6580cf12cf0953d62,not_found,,,,,complete,2026-07-08,,2026-07-08,2026-07-08,2026-07-08,{},complete_unauthenticated_compatibility,https://openalex.org/W7167715131,2026-07-08,2026-07-29T09:40:50.615796,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-08,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13411413,prior_48+extended_discovery,strong,requires_full_text_screen,Association Between Metabolic Dysfunction-Associated Steatotic Liver Disease and Risk of Aortic Aneurysm and Dissection: A Nationwide Cohort Study.,,10.3390/jcm15145453,complete,2026 Jul 12,2026 Jul 12,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13411413.1/PMC13411413.1.xml?md5=6280eb1ac0ed6805e6f2e788e6554b8c,not_found,,,,,complete,2026-07-12,,2026-07-12,2026-07-13,2026-07-14,{},complete_unauthenticated_compatibility,https://openalex.org/W7168161458,2026-07-12,2026-07-29T09:40:50.615796,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-12,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13411797,extended_discovery,,requires_full_text_screen,QuantiFERON-TB Gold Plus Conversion Among Healthcare Workers: A Retrospective Cohort Study on Occupational and Metabolic Factors.,,10.3390/healthcare14142221,complete,2026 Jul 22,2026 Jul 22,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13411797.1/PMC13411797.1.xml?md5=0ffc9ac45aa5719aa660a6ca0dc7776f,not_found,,,,,complete,2026-07-22,,2026-07-22,2026-07-22,2026-07-22,{},complete_unauthenticated_compatibility,https://openalex.org/W7170063985,2026-07-22,2026-07-29T09:40:50.615796,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-22,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13412647,extended_discovery,,requires_full_text_screen,The risk of cardiovascular events in metabolic dysfunction-associated steatotic liver disease according to fibrosis stage and diabetes status: A cohort study.,,10.1097/hc9.0000000000001013,complete,2026 Aug 1,2026 Jul 27,complete,1,CC BY-NC-ND,true,false,s3://pmc-oa-opendata/PMC13412647.1/PMC13412647.1.xml?md5=a25457e34da229c097a5a6d3510dfb35,not_found,,,,,complete,2026-08,,2026-07-27,2026-07-28,2026-07-28,{},complete_unauthenticated_compatibility,https://openalex.org/W7171551203,2026-07-27,2026-07-29T09:40:50.615796,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-27,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13412813,extended_discovery,,requires_full_text_screen,Real-World Attainment of Guideline-Recommended Lipid Targets in Patients with High and Very High Cardiovascular Risk: A Prospective 12-Month Observational Cohort Study.,,10.3390/jcm15145627,complete,2026 Jul 17,2026 Jul 17,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13412813.1/PMC13412813.1.xml?md5=7aee90015228d365e78c90c37b3da3eb,not_found,,,,,complete,2026-07-17,,2026-07-17,2026-07-20,2026-07-21,{},complete_unauthenticated_compatibility,https://openalex.org/W7169800929,2026-07-17,2026-07-29T09:40:50.615796,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-17,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13412876,extended_discovery,,requires_full_text_screen,Carotid Plaques and Type 2 Diabetes as Predictors of Cardiovascular Events and Mortality: Insights from the LitHiR Prospective Cohort Study.,,10.3390/jcm15145695,complete,2026 Jul 21,2026 Jul 21,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13412876.1/PMC13412876.1.xml?md5=6f493a03c960add9da13eed4894e6afc,not_found,,,,,complete,2026-07-21,,2026-07-21,2026-07-21,2026-07-21,{},complete_unauthenticated_compatibility,https://openalex.org/W7169874480,2026-07-21,2026-07-29T09:40:50.615796,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-21,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
PMC13413080,extended_discovery,,requires_full_text_screen,Patient-Level Multidimensional Response Phenotypes in Obesity-Associated Type 2 Diabetes: A 12-Month Real-World Cohort Study.,,10.3390/jcm15145671,complete,2026 Jul 20,2026 Jul 20,complete,1,CC BY,true,false,s3://pmc-oa-opendata/PMC13413080.1/PMC13413080.1.xml?md5=8621e6fbb2ecb377d4be958b43157717,not_found,,,,,complete,2026-07-20,,2026-07-20,2026-07-20,2026-07-20,{},complete_unauthenticated_compatibility,https://openalex.org/W7169801390,2026-07-20,2026-07-29T09:40:50.615796,not_found,not_found,,[],source_incomplete_missing_contact_email,2026-07-20,crossref_issued,bibliographic_index;crossref_derived_index;publisher_crossref,no,verified_post_cutoff_metadata,no
